Date,OEX,ESG,Value/Size/Mom,Value/Size/Mom/ESG,Value,Value/ESG,Size,Size/ESG,Momentum,Momentum/ESG,Value/Size,Value/Size/ESG,Value/Momentum,Value/Momentum/ESG,Size/Momentum,Size/Momentum/ESG
2017-01-03,0.009249249042191354,0.008793215683072458,-0.0009506144048392184,0.0014853431171387016,0.0034792320183371804,0.006136223850704817,0.004606489756685057,0.006699852719878755,-0.010937564989539897,-0.0010721746532337192,0.004042860887511114,0.005626312486031565,-0.0037291664856013585,0.0004449609039565809,-0.003165537616427419,0.0008207134834058733
2017-01-04,0.0032680587757711287,-0.008723245041251257,0.005963416427562635,0.0022917510603591646,0.004193295924167097,-0.00226497455854208,0.00850450515197577,-0.00010936994463774628,0.005192448206545044,-0.0017653984173531048,0.006348900538071435,0.0013248520116305364,0.004692872065356072,0.0002208330298202974,0.0068484766792604075,0.0016579027724231855
2017-01-05,0.000268978585437728,-0.0007763125065675467,-0.012738539948777928,-0.009747983088225332,-0.014073407534258463,-0.007424860020413003,-0.00790231745480243,-0.004339314980684989,-0.016239894857272886,-0.008508103681920218,-0.010987862494530449,-0.007584012498542814,-0.015156651195765673,-0.010363204966032965,-0.012071106156037658,-0.008306174939547621
2017-01-06,0.00399347671353278,-0.000682554049286483,-0.003927479199942371,-0.0031162479122783995,0.00047861217915822277,-0.000101970935064131,-0.004122257190981794,-0.0024024056201341374,-0.008138792588003537,-0.004410673318645008,-0.0018218225059117854,-0.0014420663537033527,-0.0038300902044226563,-0.0027809114860439356,-0.006130524889492664,-0.004314534609423939
2017-01-09,-0.002479789653779954,-0.0012035986105416803,-0.009925199817067158,-0.0077447995154357905,-0.011768792496077807,-0.006486195553309745,-0.0055322431256672015,-0.0033679208681044416,-0.012474563829456473,-0.0068390812199990774,-0.008650517810872504,-0.006168211410762231,-0.012121678162767144,-0.008482318312025321,-0.009003403477561837,-0.0064034685218884516
2017-01-10,-0.0011535167817088145,-0.005797287912225455,0.0037126441247769737,0.0013351611155263668,0.006511758208012576,0.00035723514789356005,0.0017260867025200863,-0.0020356006048526847,0.0029000874637982598,-0.0014486002242135986,0.004118922455266331,0.0008135189994357357,0.004705922835905418,0.0012048525865284599,0.0023130870831591733,-0.00039037124863570364
2017-01-11,0.0024290958248742037,-0.011388375358185331,0.0043624832314393845,0.0004247685840332062,0.0069613612697095985,-0.0022135070442378655,0.002306072835086965,-0.004541151261549183,0.0038200155895215912,-0.0037841798843318702,0.004633717052398282,-0.0007069804177962553,0.005390688429615594,-0.00020233283298471327,0.003063044212304277,-0.001754095644525591
2017-01-12,-0.0019365916411421557,0.0008294622487258197,-0.004148710347683115,-0.002904167198580882,-0.0072252199844687545,-0.0031978788678714678,-0.001979101850900266,-0.000574819801087222,-0.00324180920768033,-0.0012061734794772553,-0.00460216091768451,-0.0027916198622144005,-0.005233514596074541,-0.0032125223144744207,-0.002610455529290298,-0.0014638162699515916
2017-01-13,0.0016020681187776304,-0.0016643012859078484,-0.0013840089376987096,-0.0014540820247509933,0.002332671953227714,0.0003341853336599333,-0.0025115114485030573,-0.0020879063672054527,-0.003973187317820784,-0.0028187443018643154,-8.941974763767191e-05,-0.0006143802603943971,-0.0008202576822965348,-0.0011016055501669737,-0.003242349383161921,-0.0027163333507438966
2017-01-17,-0.003397653318696716,0.007135921698825072,-0.004507074084233883,-0.001596325138469145,-0.019158060485642385,-0.0060110693934086554,-0.0005334065487409747,0.003301257575042047,0.006170244781681709,0.006653083240253391,-0.009845733517191677,-0.004185181778519429,-0.006493907851980337,-0.0019506313350452003,0.0028184191164703676,0.004257586643921935
2017-01-18,0.0006778439221323372,0.0017937718217891849,-0.0013811342796260363,-0.0005874077542722311,0.0010508236825391105,0.0014222977521641464,-0.0012282848213539428,0.00028274350021762065,-0.003965941700063275,-0.0010860849391370452,-8.873056940741637e-05,0.0005387702276581164,-0.0014575590087620828,-0.0003737820652449943,-0.002597113260708609,-0.0011334848998760113
