Date,OXY,AXP,MDLZ,VZ,BA,CAT,JPM,PEP,CVX,EXC,KO,COP,DIS,1715651D,XOM,GE,AMZN,HD,IBM,JNJ,MCD,MRK,MMM,RTN,BAC,PFE,GOOG,PG,ACN,T,RTX,WMT,CSCO,SLB,INTC,MSFT,C,SO,AIG,HON,MO,GS,ABT,BKNG,TXN,DVN,GOOGL,APC,UNP,UNH,BLK,PM,BK,WBA,MET,1856613D,BRK/B,BMY,AMGN,AAPL,CMCSA,MA,ORCL,CL,ABBV,COST,TWX,TGT,CELG,1697067D,TFCF,EMC,EMR,GM,KMI,V,GILD,FDX,META,F,BIIB,GD,PYPL,QCOM,HAL,SBUX,USB,AGN,MS,ALL,LLY,LOW,SPG,UPS,MDT,CVS,LMT,COF,TFCFA,NKE,NSC,WFC,KHC,DHR,DUK,NEE,CHTR,PEP,DD,NVDA,NFLX,TMO,ADBE,DOW,EXC,AMT,CRM,TSLA,LIN,AVGO,HON,TMUS
22-02-2021,26.47,135.95,54.32,56.45,212.88,218.06,149.41,132,98.39,28.9577,50.63,50.88,191.76,#N/A N/A,54.3,100,159.037,275.85,115.4411,161.87,212.06,71.4477,176.12,#N/A N/A,35.15,34.26,103.244,126.58,252.63,22.13,73,137.69,45.43,27.54,60.71,234.51,65.52,59.29,44.1,203.62,44.42,316.87,122.55,2350.02,173.09,21.25,102.713,#N/A N/A,206.83,327.64,703.14,86.5,43.73,48.86,57.44,#N/A N/A,244.97,60.99,231.47,126,52.5,340.66,64.45,77.27,107.06,350.21,#N/A N/A,188.99,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,86.17,51.98,15.17,208.32,64.11,254.67,260.33,11.7,284.63,166.42,273.85,139.46,21.13,101.81,50.94,#N/A N/A,77.4,105.31,200.68,172.41,112.77,161.6,115.75,70.48,340.47,122.58,#N/A N/A,136.67,260.24,37.26,37.23,225.5,88.35,75.1,596.5,131.99,69.4,143.5575,533.78,463.28,467.33,62.48,28.9505,225.07,240.95,238.167,251.07,476.36,#N/A N/A,117.91
23-02-2021,26.06,136.94,54.8,57.03,212.12,220.18,150.61,132.79,99.63,29.1003,50.54,52.1,197.09,#N/A N/A,55.05,100.72,159.725,267.24,115.2978,160.44,211.32,71.0758,176.17,#N/A N/A,35.52,33.91,103.543,127.52,256.19,22.0244,73.99,135.47,45.51,27.74,61.12,233.27,66.74,58.92,44.37,205.04,44.29,319.21,120.8,2359.37,172.85,21.59,103.006,#N/A N/A,206.96,329.51,703.16,86.44,43.83,48.41,57.43,#N/A N/A,245.53,60.72,232.46,125.86,53.34,350.42,64.5,77.49,106.27,342.15,#N/A N/A,186.36,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,86.8,51.11,15.29,212.11,63.68,254.63,265.855,11.62,279.08,167.35,265,137.12,20.94,101.37,51.61,#N/A N/A,77.5,108.01,202.48,168.59,115.12,160.81,118,69.64,346.23,122.54,#N/A N/A,136.13,257.89,37.14,37.12,223.85,89.04,74.71,602.77,132.78,68.69,141.42,546.15,458.81,467.8,62.12,29.0931,223.17,235.64,232.947,258.64,471.9,#N/A N/A,119.22
24-02-2021,28.16,139.89,54.33,57.12,229.34,222.47,153.26,132.09,103.31,28.6225,50.71,54.67,197.51,#N/A N/A,56.7,104.96,157.977,259.97,117.6858,162.59,213.27,71.1044,177.63,#N/A N/A,36.38,33.75,104.759,127.66,259.27,22.1753,77.67,133.21,45.74,29.41,63.19,234.55,68.6,58.38,45.43,211.03,45,330.64,122.38,2443.5,179.39,22.27,104.191,#N/A N/A,211.15,332.21,712.1,87.56,44.26,49.17,59.56,#N/A N/A,248.45,62.59,229.99,125.35,53.4,367.32,64.7,76.64,108.69,340.7,#N/A N/A,187.08,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,88.97,52.9,15.72,219.43,63.71,260.06,264.31,12.27,282.74,168.06,266.07,141.1,22.27,104.38,52.81,#N/A N/A,79.88,108.36,204.52,162.31,119,160.07,118.74,70.4,346.53,124.48,#N/A N/A,135.65,261.78,38.29,37.6,223,87.34,73.76,608.51,132.09,71.68,144.99,553.41,456.66,476.62,63.69,28.6582,224.78,240.47,247.34,254.61,480.88,#N/A N/A,119.38
25-02-2021,26.75,137.08,54.04,56.5,216.45,221.82,151.18,130.07,102.35,27.7383,50.17,53.03,190.98,#N/A N/A,55.76,102.08,152.858,255.25,116.9789,162.76,210.95,71.1521,178.76,#N/A N/A,35.93,33.82,101.568,126.58,253.78,21.6092,73.32,131.95,45.52,28.51,60.4,228.99,67.41,57.76,43.95,204.79,44.63,327.76,121.58,2273.2,170.53,21.35,100.798,#N/A N/A,208.67,328.87,694.79,86.52,43.42,48.27,58.26,#N/A N/A,243.69,62.1,227.52,120.99,52.24,354.57,65.3,76.69,107.33,333.9,#N/A N/A,185.08,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,87.33,50.6,15.29,213.75,62.79,254.22,254.69,11.76,277.26,166.2,253.94,135.53,22.03,103.47,51.63,#N/A N/A,78.43,108.83,203.82,158.52,114.82,157.51,117.88,69.33,341.69,119.24,#N/A N/A,135.54,254.1,37.56,37.27,219.26,87.12,74.06,601.55,130,69.75,133.075,546.7,451.47,459.16,61.35,27.7526,224.75,231.08,227.407,247,457.16,#N/A N/A,120.89
26-02-2021,26.61,135.26,53.16,55.3,212.01,215.88,147.17,129.28,100,27.5173,48.99,52.01,189.04,#N/A N/A,54.37,100.32,154.647,258.34,113.5977,158.46,206.14,69.2451,175.06,#N/A N/A,34.71,33.49,101.843,123.53,250.9,21.0507,71.99,129.92,44.87,27.91,60.78,232.38,65.88,56.72,43.95,202.35,43.6,319.48,119.78,2328.51,172.27,21.54,101.096,#N/A N/A,205.96,332.22,694.5,84.02,42.16,47.93,57.6,#N/A N/A,240.51,61.33,224.92,121.26,52.72,353.85,64.51,75.2,107.74,331,#N/A N/A,183.44,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,85.9,51.33,14.7,212.39,61.4,254.5,257.62,11.7,272.88,163.47,259.85,136.19,21.83,108.03,50,#N/A N/A,76.87,106.6,204.89,159.75,112.92,157.83,116.97,68.13,330.25,120.19,#N/A N/A,134.78,252.06,36.17,36.38,219.67,85.59,73.48,613.42,129.19,70.32,137.145,538.85,450.08,459.67,59.31,27.5244,216.13,216.5,225.167,244.27,469.87,#N/A N/A,119.97
27-02-2021,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
28-02-2021,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
01-03-2021,27.64,138.71,53.66,55.36,224.39,219.76,150.5,130.61,102.05,28.0378,49.9,52.61,194.98,#N/A N/A,56.4,104.88,157.307,261.62,115.3265,159.32,208.25,69.0162,176.41,#N/A N/A,35.79,33.69,104.076,124.29,258.16,21.2017,74.36,131.37,45.92,28.72,62.88,236.94,69.54,57.78,45.31,206.22,44.54,329.92,122.21,2320.5,177.67,22.4,103.483,#N/A N/A,209.18,334.65,719.2,84.95,43.68,47.85,59.44,#N/A N/A,249.21,61.63,227.04,127.79,54.45,362.9,66.17,75.6,108.41,331.77,#N/A N/A,186.09,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,88.44,52.54,15.04,216.63,62.46,262.09,264.91,11.98,273.24,167.06,273.63,139.49,23.01,106.87,51.16,#N/A N/A,79.16,109.72,206.47,161.94,113.92,161.47,117.86,69.28,333.47,123.93,#N/A N/A,137.65,257.83,37.09,37.09,225.67,87.04,75.91,619.68,130.62,73.53,138.4175,550.64,459.56,469.57,61.54,28.0307,213.77,217.54,239.477,251.49,489.58,#N/A N/A,123.57
02-03-2021,27.82,139.25,53.68,54.98,223.14,215.82,150.01,131.11,102.44,28.0164,50.1,52.28,193.94,#N/A N/A,56.07,103.84,154.727,260.29,114.9349,159.02,208.67,69.4644,177.11,#N/A N/A,35.53,33.51,103.792,123.9,259.23,21.2998,74.67,130.11,45.515,28.14,61.24,233.87,68.91,57.83,45.96,206.58,44.72,330.94,122.53,2282.21,174.89,22.48,103.224,#N/A N/A,209.3,334.64,716.31,85.07,43.6,47.44,58.96,#N/A N/A,249.22,61.27,225.69,125.12,54.25,362.82,66.66,75.42,107.85,328.46,#N/A N/A,173.49,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,87.63,54.11,15.09,215.77,63.01,259.6,259,12.55,269.85,167.68,269.19,137.04,22.28,107.2,50.65,#N/A N/A,80.79,110.49,204.14,163.05,111.68,161.37,117.87,68.94,338.59,123.46,#N/A N/A,137.02,256.38,37.14,37.32,224.09,87.24,75.54,616.07,131.07,72.98,134.0625,547.82,462.11,466.59,62.73,28.0307,208.81,213.47,228.813,254.01,480.51,#N/A N/A,122.45
03-03-2021,28.66,142.59,52.94,55.38,228.56,214.91,152.91,129.14,103.59,28.2018,49.98,53.66,192.26,#N/A N/A,56.52,107.52,150.25,257.36,116.8739,156.22,205.82,69.8935,178.06,#N/A N/A,36.42,34.39,101.336,123.16,254.18,21.6772,75.07,127.59,45.13,28.37,59.9,227.56,70.38,57.59,47.01,207.01,45.05,334.43,119.18,2275,170.59,22.69,100.571,#N/A N/A,206.23,332.87,701.49,85.15,44.53,47.63,59.44,#N/A N/A,251.55,60.75,223.94,122.06,53.73,360.25,66.91,74.61,106.71,323.92,#N/A N/A,173.61,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,88.53,52.67,15.17,214.85,62.75,258.77,255.41,12.17,266.6,167.95,255.06,131.66,22.28,106.22,51.16,#N/A N/A,82.06,111.26,202,158.29,113.99,160.43,117.95,69.03,340.91,125.41,#N/A N/A,134.26,254.11,37.69,37.98,219.68,87.27,72.52,601.02,129.14,74.58,128.0475,520.7,450.96,448.45,62.25,28.1875,202.91,206,217.733,247.55,463.06,#N/A N/A,118.84
04-03-2021,29.9,142.68,53.96,54.8,224.71,212.77,150.56,128.58,104.5,28.3587,49.94,55.62,188.03,#N/A N/A,58.71,108.56,148.879,250.93,114.7247,153.07,204.84,68.816,177.63,#N/A N/A,36.5,34.2,102.455,122.15,247,21.8281,74.42,127.53,44.56,28.58,58.33,226.73,69.81,57.41,46.27,202.94,44.26,329.29,116.01,2219.35,163.25,23.62,101.697,#N/A N/A,201.08,333.81,683.21,84.61,44.76,46.86,58.63,#N/A N/A,245.48,59.34,221.91,120.13,53.93,349.5,65.61,74.44,105.65,319.04,#N/A N/A,169.82,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,88.49,51.83,15.69,211.5,63.23,250.3,257.64,11.93,263.57,165.77,239.07,127.8,22.08,104.89,51.02,#N/A N/A,81.11,109.35,200.54,153.77,110.11,159.45,115.27,69.17,338.25,125.94,#N/A N/A,132.04,244.71,37.16,37.21,214.41,86.46,71.29,607.64,128.83,72.66,123.7025,511.29,441.46,439.06,61.2,28.3587,201.19,205.33,207.147,245.42,443.59,#N/A N/A,118.61
05-03-2021,31.23,147.33,55.58,56,223.22,220.16,150.91,133.05,109,28.2588,50.79,58.34,189.99,#N/A N/A,60.93,108.8,150.023,253.52,117.3228,156.1,207.37,69.7314,180.8,#N/A N/A,36.93,34.39,105.427,125.98,249.51,22.3565,75.18,129.12,46.25,29.07,60.74,231.6,70.23,58.35,46.97,206.58,45.12,327.37,117.25,2307.1,167.94,25.61,104.854,#N/A N/A,209.71,347.1,702.28,86.16,45.03,47.2,59.71,#N/A N/A,253.15,60.43,227.73,121.42,55.09,360.88,69.97,76.06,106.7,317.32,#N/A N/A,172.61,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,91.04,53.75,15.87,215.41,64.62,257.29,264.28,12.27,270.71,170.52,239.05,129.75,23.84,105.2,52.47,#N/A N/A,80.87,111.62,206.92,158.58,111.17,164.4,118.26,70.63,340.43,127.7,#N/A N/A,133.35,256,37.43,37.85,218.35,88.53,70.7,624.03,133.03,74.03,124.615,516.39,446.87,440.83,62.91,28.266,200,210.76,199.317,247.64,450.14,#N/A N/A,124.68
06-03-2021,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
07-03-2021,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
08-03-2021,29.77,150.27,55.15,56.79,224.03,221.58,152.91,132.18,109.75,29.0004,51.64,58.78,201.91,#N/A N/A,60.87,113.36,147.598,259.03,119.214,157.4,209.11,70.723,183.77,#N/A N/A,37.13,34.35,101.209,127.31,249.39,22.6357,75.61,127.88,47.51,29.71,59.85,227.39,72.22,59.61,47.24,207.7,46.9,334.19,115.63,2368.74,162.11,24.57,100.375,#N/A N/A,210.89,350.17,698.96,86.36,45.63,48.48,60.37,#N/A N/A,257.61,60.45,227.81,116.36,55.475,371.33,72.16,76.45,106.11,311.42,#N/A N/A,176.87,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,92.13,54.98,16.22,220.27,64.75,251.34,255.31,12.65,270.01,172.69,226.09,123.2,24.36,105.03,54.05,#N/A N/A,81.1,113.28,207.03,162.92,111.7,160.87,116.67,71.73,341.45,128.69,#N/A N/A,134.56,259.22,38.67,38.67,212.38,90.22,70.86,612.38,132.13,75.2,115.9325,493.33,439.85,421.2,63.44,29.0147,198.66,207.72,187.667,253.68,421.25,#N/A N/A,127.06
09-03-2021,28.65,145.1,55.62,56.2,230.61,216.8,151.83,132.33,109.5,29.6351,50.86,57.9,194.51,#N/A N/A,59.93,112,153.142,264.96,118.6123,157.7,208.55,70.6944,181.18,#N/A N/A,36.32,34.45,102.635,126.18,254.37,22.3716,74.83,128.89,47.89,29.35,62.67,233.78,70.99,59.41,46.62,207.61,47.68,330.59,116.7,2366.79,170.36,23.83,102.018,#N/A N/A,211.7,351.98,722,87.07,44.94,48.46,59.65,#N/A N/A,259.02,60.57,228.99,121.085,55.57,376.52,72.64,74.94,106.79,318.78,#N/A N/A,179.18,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,90,54.65,15.67,220.36,64.33,257.92,265.74,12.57,266.49,168.74,241.76,129.11,23.47,106.55,52.9,#N/A N/A,80.85,111.59,206.11,165.99,111,163.27,117.05,71.23,337.5,126.3,#N/A N/A,135.95,259.11,38.13,39.13,216.34,90.95,74.02,614.77,132.25,75.64,125.2025,506.44,448.11,439.18,62.26,29.6137,202.7,211.53,224.527,262.34,443.6,#N/A N/A,126.31
10-03-2021,29.36,146.75,56.19,57.08,245.34,221.06,155.13,133.49,111.37,29.8632,51.44,59.42,195.06,#N/A N/A,61.77,106,152.882,266.24,122.1368,159.15,213.31,71.2856,184.51,#N/A N/A,37.37,34.93,102.752,127.34,257.14,22.6357,76.56,132.18,48.29,29.95,62.25,232.42,73.75,59.78,47.85,212.91,48.2,342.02,115.88,2369.32,169.42,23.9,101.81,#N/A N/A,213.12,349.6,728.5,86.76,45.9,50.52,60.48,#N/A N/A,263.99,60.93,229.96,119.98,57.21,381.7,72.12,75.8,108,323.83,#N/A N/A,178.58,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,91.72,56.83,16.24,223.17,63.91,260.42,264.9,12.91,262.61,172.42,242.07,127.87,24.14,107.78,53.78,#N/A N/A,83.09,113.71,205.45,168.46,114.31,165.23,118.66,72.7,340.84,129.53,#N/A N/A,137.59,259.29,39.58,39.51,212.93,90.79,74.46,629.07,133.58,76.69,124.6825,504.54,441.09,437.01,64.09,29.849,204.42,211.96,222.687,265.64,437.59,#N/A N/A,127.41
11-03-2021,30.98,147.75,56.27,55.51,252,219.76,154.32,133.29,111.19,29.9809,50.88,59.83,196.75,#N/A N/A,61.31,98.16,155.68,268.85,121.4396,159.14,211.57,71.1616,184.57,#N/A N/A,37.24,34.71,105.739,126.91,266.37,22.2961,77.05,132.13,48.8,29.4,63.31,237.13,73.31,59.28,48.01,212.5,47.8,342.1,117.52,2362.06,174.95,24.64,105.027,#N/A N/A,214.52,353.1,722.12,86.63,45.73,51.52,60.01,#N/A N/A,260.91,60.35,231.17,121.96,56.89,384.38,67.41,75.27,107.87,328.65,#N/A N/A,179.32,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,91.31,56.33,16.2,226.15,63.09,268.49,273.88,12.81,267.44,172.67,253.83,131.74,23.84,107.32,53.35,#N/A N/A,83.25,113.76,205.21,170.75,115.84,167.24,118.1,72.35,339.73,132.1,#N/A N/A,141.19,260.75,38.88,38.47,219.22,90.69,74.86,624.23,133.22,76.89,129.935,523.06,460.52,451.06,64.32,29.9702,213.9,215.95,233.2,267.37,453.69,#N/A N/A,125.99
12-03-2021,30.63,148.54,56.87,55.63,269.19,229,156.15,133.06,111.56,30.3624,50.36,59.19,197.16,#N/A N/A,61.97,100.64,154.474,273.1,121.8885,159.6,212.34,71.133,184.92,#N/A N/A,37.94,34.94,103.096,128.14,264.95,22.4999,78.52,134.12,48.82,29.01,62.9,235.75,75.18,59.84,48.44,214.38,48.65,348.81,116.71,2401.04,173.57,24.25,102.5,#N/A N/A,214.09,356.02,716.19,87.72,46.66,53.21,61.09,#N/A N/A,260.02,60.64,230.36,121.03,57.09,382.71,67.16,75.51,108.22,331.14,#N/A N/A,180.01,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,92.2,59.26,16.35,224.36,61.56,270.2,268.4,13.37,266.13,176.29,250.35,129.98,24.02,107.81,54.64,#N/A N/A,84.34,115.74,208.08,171.55,117.85,167.69,118.81,73.92,340.19,132.55,#N/A N/A,140.45,261.44,39.97,38.11,214.68,91.4,75.67,624.15,133.04,77.06,128.56,518.02,450.49,444.3,64.34,30.3695,215.2,212.21,231.243,268.5,451.17,#N/A N/A,127.12
13-03-2021,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
