Date,OXY,AXP,MDLZ,VZ,BA,CAT,JPM,PEP,CVX,EXC,KO,COP,DIS,1715651D,XOM,GE,AMZN,HD,IBM,JNJ,MCD,MRK,MMM,RTN,BAC,PFE,GOOG,PG,ACN,T,RTX,WMT,CSCO,SLB,INTC,MSFT,C,SO,AIG,HON,MO,GS,ABT,BKNG,TXN,DVN,GOOGL,APC,UNP,UNH,BLK,PM,BK,WBA,MET,1856613D,BRK/B,BMY,AMGN,AAPL,CMCSA,MA,ORCL,CL,ABBV,COST,TWX,TGT,CELG,1697067D,TFCF,EMC,EMR,GM,KMI,V,GILD,FDX,META,F,BIIB,GD,PYPL,QCOM,HAL,SBUX,USB,AGN,MS,ALL,LLY,LOW,SPG,UPS,MDT,CVS,LMT,COF,TFCFA,NKE,NSC,WFC,KHC,DHR,DUK,NEE,CHTR,PEP,DD,NVDA,NFLX,TMO,ADBE,DOW,EXC,AMT,CRM,TSLA,LIN,AVGO,HON,TMUS
27-07-2016,74.16,64.59,43.94,55.32,135.96,84.1,64.33,107.48,102.26,26.0911,43.4,40.07,96.33,69.12,90.91,240.5435,36.834,136.31,154.5742,124.77,119.48,55.8766,178.27,135.34,14.63,34.9319,37.088,84.46,113.71,32.2742,63.517,73.32,30.76,79.88,34.83,56.19,44.29,53.54,54.62,109.4421,66.75,160.99,43.67,1324.48,71.27,36.13,38.099,53.8,91.63,141.68,363.31,97.33,39.93,79.94,38.4792,106.75,144.19,76.47,170.68,25.738,33.96,93.75,40.93,73.28,64.9,166.15,77.93,75.25,108.11,53.63,27.43,28.34,56.04,32.02,20.25,78.53,81.79,160.91,123.34,13.84,265.599,146.63,37.22,62.51,42.92,57.85,42.01,260.24,29.02,68.86,83.4,80.76,221.7,108.8,87.48,92.73,254.16,67.91,26.74,55.79,90.14,48,85.63,80.85,84.83,31.7925,237.72,#N/A N/A,76.3051,14.015,92.04,158.9,97.93,#N/A N/A,#N/A N/A,117.61,81.5,15.233,118.34,165.66,#N/A N/A,45.5556
28-07-2016,73.91,64.79,44.18,54.86,133.01,82.92,64.1,108.13,101.79,26.2836,43.65,40.26,95.91,69.24,90.2,240.3128,37.631,137.96,154.1348,124.46,119.42,55.7145,177.98,138.06,14.68,34.7613,37.296,84.81,112.08,32.1384,63.452,73.24,30.52,79.05,34.77,56.21,44.08,53.26,54.79,110.2037,67.11,160.53,44.45,1326.1,70.23,36.13,38.292,53.36,93.08,142.76,363.37,99.1,39.83,79.46,38.3901,106.12,144.42,74.66,171.28,26.085,33.93,96.01,41.19,73.25,64.72,166.35,77.62,74.79,111.26,53.67,27.07,28.34,55.83,30.99,20.22,79.19,81.24,161.45,125,12.71,266.226,147.1,37.22,62.43,42.77,58.21,42.08,255.56,28.86,69.17,82.93,82.27,224.07,108.73,87.42,93.39,254.55,67.48,26.76,55.45,90.02,48.13,85.96,81.18,85.2,31.855,237.8,#N/A N/A,76.362,14.045,91.65,158.82,98.44,#N/A N/A,#N/A N/A,116.65,82.33,15.374,117.11,164.23,#N/A N/A,46.1345
29-07-2016,74.73,64.46,43.98,55.41,133.66,82.76,63.97,108.92,102.48,26.5831,43.63,40.82,95.95,69.17,88.95,239.4668,37.941,138.24,153.4184,125.23,117.65,55.9338,178.36,139.53,14.49,34.9698,38.439,85.59,112.81,32.6743,63.494,72.97,30.53,80.52,34.86,56.68,43.81,53.5,54.44,110.7463,67.7,158.81,44.75,1350.81,69.75,38.28,39.567,54.53,93.05,143.2,366.25,100.26,39.4,79.25,38.0871,106.77,144.27,74.81,172.03,26.053,33.625,95.24,41.04,74.43,66.23,167.22,76.65,75.33,112.19,53.67,27.03,28.28,55.9,31.54,20.33,78.05,79.47,161.9,123.94,12.66,267.055,146.89,37.24,62.58,43.66,58.05,42.17,252.95,28.73,68.33,82.89,82.28,227.04,108.1,87.63,92.72,252.73,67.08,26.64,55.5,89.78,47.97,86.39,81.44,85.59,32.0725,234.87,#N/A N/A,76.362,14.275,91.25,158.84,97.86,#N/A N/A,#N/A N/A,115.77,81.8,15.653,116.54,161.98,#N/A N/A,46.2543
30-07-2016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
31-07-2016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
01-08-2016,73.59,64.13,43.48,54.5,133.21,81.95,63.8,108.93,99.11,26.7115,43.45,39.61,95.54,69.35,85.86,239.5437,38.387,138.77,154.2112,125.4,118.01,55.9338,178.29,140.24,14.33,35.368,38.644,86.41,112.88,32.5912,63.075,73.78,30.73,78.46,34.85,56.58,43.42,53.65,54.21,110.3179,67.65,158.18,45.29,1356.08,69.88,35.91,40.047,51.85,93.06,143.51,368.32,100.15,39.2,79.27,37.9178,105.8,143.93,76.19,174.16,26.513,33.77,95.07,41.15,75.11,66.94,167.56,76.74,75.51,114.69,53.65,27.14,28.36,55.78,31.3,19.56,78.26,80.46,161.66,124.31,12.48,278.016,149.09,37.06,61.85,42.28,57.63,41.68,254.86,28.5,68.39,83.18,82.31,227.6,108.01,88.06,93.49,254.84,67.03,26.62,55.41,88.55,47.81,85.97,81.5,85.65,32.125,236,#N/A N/A,76.3335,14.1825,94.37,159.56,97.72,#N/A N/A,#N/A N/A,117.04,81.02,15.334,115.9,163.51,#N/A N/A,46.983
02-08-2016,73.12,63.47,43.03,54,131.6,81.24,63.65,108.72,99.59,26.2266,43.53,39.79,95.01,68.73,87.04,238.7747,38.029,137.22,153.3802,124.85,117.7,55.6192,178.36,141.2,14.13,34.4959,38.554,86.76,112.83,32.5761,62.68,73.13,30.62,78.89,34.56,56.58,42.99,53.36,54.14,109.9086,67.34,156.06,45.07,1345.38,68.85,36.12,40.006,51.63,91.3,143.17,367.08,99.97,38.8,78.95,37.6148,105.62,143.31,75.05,174.15,26.12,33.45,95.25,40.71,74.87,66.78,166.5,75.78,73.89,114.29,53.13,27.04,28.13,53.03,29.93,19.79,78.28,79.57,159.18,123.09,11.94,304.065,148.22,36.54,60.6,42.06,56.73,41.43,250.75,28,68.11,83.32,81.97,223.61,107.46,87.64,98.06,257,66.3,26.7,54.92,87.17,47.7,85.15,80.93,85.56,31.9075,235.79,#N/A N/A,75.5937,14.01,93.56,156.44,96.05,#N/A N/A,#N/A N/A,116.74,80.5,15.147,116.05,162.89,#N/A N/A,46.7234
03-08-2016,74.38,63.83,43.1,53.9,131.87,82.03,64.66,108.04,100.61,26.0769,43.64,40.31,96.09,68.91,87.49,239.3899,37.732,137.06,153.4662,123.9,117.52,54.9708,178.38,140.68,14.48,33.4531,38.659,85.97,113.61,32.561,62.691,72.94,30.72,79.62,34.25,56.97,43.89,53.04,58.1,110.4417,66.37,158.34,44.95,1371.14,68.88,38,39.946,52.68,92.87,142.88,368.16,99.03,39.22,79.6,38.9426,104.36,143.63,74.8,173.43,26.448,33.42,95.08,40.71,74.08,66.57,166.12,77.83,74.1,116.14,53.43,27.42,28.2,52.91,30.24,20.13,78.71,80.09,160.61,122.51,12.13,295.987,147.81,36.58,61.01,42.94,55.94,42.13,252.53,28.42,68.63,82.72,82.02,222.31,108.29,86.67,97.43,256.85,66.55,27.04,54.75,88.33,47.57,84.9,80.98,85.15,32.0225,237.11,#N/A N/A,76.0205,14.0475,93.1,156,96.67,#N/A N/A,#N/A N/A,115.73,80.41,15.053,116.58,164.11,#N/A N/A,47.1227
04-08-2016,74.25,63.94,42.5,53.93,131.21,81.77,64.56,108.42,100.39,25.9057,43.51,40.1,95.16,68.85,87.48,239.6975,38.039,136.05,154.3067,123.86,118.3,55.1519,177.81,140.47,14.48,33.3204,38.581,86.05,113.71,32.5158,62.733,73.3,30.8,80.39,34.58,57.39,43.84,53.16,57.61,110.3846,66.62,158.05,44.81,1359.99,69.61,38.61,39.863,51.27,92.67,142.71,366.25,99,38.94,79.85,35.2355,106.42,143.12,75.32,172.67,26.468,33.59,95.91,40.9,74.78,66.1,166.55,77.88,74.14,116.27,53.49,26.21,28.2,53.03,30.34,20.12,79.48,79.77,159.82,124.36,12.08,289.742,147.37,37.3,60.98,42.99,55.42,42.03,253.45,28.28,68.62,82.42,80.94,219.62,107.84,86.76,96.97,257.75,66.2,25.59,54.79,87.61,47.84,85.54,81.12,85.24,31.8625,236.99,#N/A N/A,76.1059,14.3075,93.44,156.42,97.09,#N/A N/A,#N/A N/A,116.42,80.56,15.374,116.67,166.99,#N/A N/A,47.2425
05-08-2016,73.68,65.52,43.27,53.64,131.73,82.56,66.3,108.66,100.51,25.7702,43.48,40.6,95.83,69.22,87.56,240.5435,38.299,136.91,156.1693,124.24,119.21,60.8922,178.57,140.76,15.05,33.5953,39.111,85.78,114.6,32.5761,63.547,73.76,31.04,81.2,34.98,57.96,45.72,52.64,59.1,110.7844,66.53,162.09,45.26,1414.22,70.15,39.51,40.347,52.77,93.85,142.99,374.75,98.93,40.5,80.53,36.6613,106.93,145.65,63.28,173.66,26.87,33.695,96.88,41.13,74.58,66.54,167.7,79.11,74.94,115.53,53.64,26.44,28.43,53.79,30.8,20.36,80.14,80.41,162.91,125.15,12.19,291.031,148.89,38.1,62,43.71,55.9,42.97,253.85,29.01,68.84,81.56,81.72,219.71,108.79,87.09,97.37,260.29,68.1,25.64,55.85,88.88,48.68,88.79,81.5,84.23,31.4975,234.79,#N/A N/A,76.3193,14.55,97.03,157.51,99.04,#N/A N/A,#N/A N/A,116.58,81.33,15.335,116.71,170.12,#N/A N/A,47.6917
06-08-2016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
07-08-2016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
08-08-2016,74.36,65.83,43.42,53.59,132.19,83.44,66.1,108.14,101.2,25.7488,43.44,41.56,95.75,69.3,88.59,240.4666,38.328,136.21,154.7748,123.65,118.29,59.9386,178.58,139.96,15.13,33.1119,39.088,85.76,113.68,32.4025,63.576,73.34,31.01,82.5,35.04,58.06,45.96,52.69,59.39,110.4703,66.49,162.83,45.02,1405,70.14,40.2,40.262,53.05,93.86,142.13,371.69,98.55,40.59,80.63,36.9465,106.75,145.56,60.3,172.34,27.093,33.535,96.78,41.16,74.43,66.34,167.4,78.74,75,113.63,53.6,26.23,28.45,54.31,30.88,20.78,79.95,79.74,163.7,125.26,12.18,288.903,148.11,37.91,61.58,44.26,55.36,42.94,248.31,29.12,69.17,81.6,81.62,219.97,108.96,86.96,97.18,260.19,68.17,25.41,55.98,89.52,48.91,88.75,81.28,84.74,31.4975,236.82,#N/A N/A,76.2624,14.685,95.11,156.52,98.49,#N/A N/A,#N/A N/A,115.73,81.17,15.077,116.81,168.35,#N/A N/A,47.522
09-08-2016,73.68,65.39,43.52,53.66,132.62,82.83,65.87,108.28,101.32,25.5635,43.47,41.24,96.67,68.8,88.7,240.6973,38.415,136.11,154.5169,123.43,118.31,59.5858,178.39,140.12,15.19,33.2541,39.213,85.99,112.88,32.5158,63.901,73.54,30.94,81.83,34.92,58.2,45.9,52.84,59.27,110.6797,66.62,163.44,45.08,1407.01,70.25,39.9,40.374,52.75,93.07,141.82,368.65,98.4,40.28,80.89,36.7861,106.5,147.22,61.61,172.08,27.203,33.45,96.7,41.1,74.78,66.76,167.86,79.16,72.61,113.8,53.39,26.18,28.58,54.33,31.07,20.45,80.06,79.33,164.33,125.06,12.31,289.613,148.57,38.1,61.99,44.05,55.2,42.83,251.1,29.34,69.37,81.5,81.34,220.63,109.65,87.74,97.45,260.66,67.78,25.48,55.77,89.25,48.93,89.78,81.2,84.73,31.5175,255.76,#N/A N/A,75.9636,14.7225,93.99,156.68,98.87,#N/A N/A,#N/A N/A,115.92,81.18,15.272,116.92,171.17,#N/A N/A,47.5519
10-08-2016,73.27,64.74,43.47,53.81,132.28,82.65,65.28,108.82,100.14,25.3353,43.61,40.6,97.86,69.08,86.41,240.4666,38.428,135.6,154.813,123.36,118.8,59.7289,178.82,140.79,14.81,33.3014,39.234,86.31,113.22,32.6063,63.771,73.95,30.85,80.85,34.53,58.02,45.45,52.88,59,110.4607,66.84,162.19,44.81,1406.28,69.89,39.57,40.425,52.63,92.44,142.19,366.44,99.17,39.84,82.5,35.7791,105.94,146.69,60.58,171.23,27,33.61,96.29,41.09,74.84,66.43,168.29,79.86,73.05,112.53,53.45,26.18,28.36,53.44,31.25,20.46,79.68,78.9,164.65,124.88,12.25,284.5,151.47,38.07,61.71,43.76,55.62,42.5,252.18,29.11,69.42,80.55,80.98,218.98,109.88,87.29,97.11,261.3,66.85,25.58,55.13,88.57,48.18,89.35,81.22,83.79,31.5925,254.07,#N/A N/A,76.049,14.6275,93.93,156.01,100.62,#N/A N/A,#N/A N/A,116.24,80.24,15.043,116.49,171.85,#N/A N/A,47.1127
11-08-2016,74.25,65.48,43.14,53.86,133,83.24,65.46,108.48,101.4,24.8219,43.75,41.39,97.77,68.99,86.72,240.6204,38.562,137.04,156.198,123.77,119.38,60.6729,181,142.32,14.88,33.3204,39.243,86.73,113.39,32.7497,64.396,73.8,30.95,81.5,34.68,58.3,45.73,52.32,59.18,110.7844,66.74,163.86,45.05,1406.92,70,41.31,40.41,54.01,92.96,142.63,367.39,98.86,40.04,82.91,35.7791,105.92,147.74,60.97,172.43,26.983,33.84,96.53,41.28,74.89,66.95,167.88,80.42,74.01,113.81,53.64,26.64,28.49,54.03,31.75,20.88,80.12,79.57,165.79,124.9,12.31,289.677,151.3,38.46,61.74,44.08,55.47,42.82,253.02,29.38,69.11,80.56,81.61,214.55,110.9,87.8,97,262.54,67.94,26.16,56.73,89.48,48.24,89.44,81.54,83.91,31.755,258.06,#N/A N/A,76.3193,14.925,95.89,157.46,101.67,#N/A N/A,#N/A N/A,115.89,81.48,14.994,116.98,172.09,#N/A N/A,46.7434
12-08-2016,74.46,65.38,43.17,53.65,133.1,83,65.32,108.59,102.16,24.9146,44.03,41.37,96.84,67.66,87.85,240.2358,38.628,136.57,154.6888,123.22,119.52,60.4059,180.27,142.25,14.91,33.1593,39.161,87.04,113.03,32.6667,64.213,73.89,30.87,81.2,34.57,57.94,45.58,52.35,58.85,110.5274,66.74,163.25,45.04,1407.98,69.84,41.67,40.353,54.28,91.9,142.88,366.6,99,39.73,83.32,35.4315,105.25,147.72,60.63,173.02,27.045,33.755,96.12,41.09,74.97,67.19,169.04,80.55,75.81,113.39,52.33,26.57,28.48,53.97,31.57,21.07,80.02,79.66,165.5,124.88,12.33,289.17,151.47,38.51,61.71,43.84,55.47,42.73,249.61,29.17,69.13,80.22,81.72,215.22,109.91,87.54,97.43,264.15,68,26.02,56.45,88.36,47.9,89.56,81.39,83.49,31.6975,258.62,#N/A N/A,74.4554,15.76,96.59,155.49,101.04,#N/A N/A,#N/A N/A,116.5,81.63,15.041,116.77,172.47,#N/A N/A,46.8632
13-08-2016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
14-08-2016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
15-08-2016,75.05,65.63,42.96,53.61,134.66,84.15,65.72,108.72,102.77,24.6935,44.24,42.18,97.1,68.64,87.81,240.2358,38.425,137.06,154.6219,122.31,118.52,60.3773,180.56,142.52,15.02,33.2825,39.122,87.02,113.6,32.4705,64.697,73.32,31.19,82.04,34.91,58.12,46.39,51.49,59.22,111.2319,66.26,165.55,45.15,1399.16,70.33,41.96,40.298,54.6,92.5,141.62,370.74,98.61,40.16,83.61,35.8504,104.98,147.78,60.03,174.58,27.37,33.76,96.44,41.39,74.71,67.39,168.73,80.86,75.53,114.62,52.79,26.3,28.47,54.71,31.86,21.3,80.91,79.65,166.4,123.9,12.43,288.664,153.4,38.46,62.43,44.45,55.25,42.98,254.05,29.66,69.39,80.26,81.54,214.08,109.85,87.91,97.58,266.5,68.61,25.85,56.77,88.92,48.27,89.08,81.23,81.66,31.33,260.51,#N/A N/A,75.1099,15.745,95.31,155.97,100.93,#N/A N/A,#N/A N/A,115.79,78.92,15.039,118.03,175.54,#N/A N/A,46.6835
