Date,ESG,Value/Size/Mom,Value/Size/Mom/ESG,Value,Value/ESG,Size,Size/ESG,Momentum,Momentum/ESG,Value/Size,Value/Size/ESG,Value/Momentum,Value/Momentum/ESG,Size/Momentum,Size/Momentum/ESG
2017-01-03,-52.900000000000006,-1.0666666666666558,-13.999999999999996,0.20000000000000284,-24.200000000000003,-16.5,-34.65,8.600000000000005,-22.400000000000002,-6.050000000000011,-19.733333333333317,3.25,-13.966666666666658,-3.9499999999999957,-18.93333333333333
2017-01-04,-52.900000000000006,-1.0666666666666558,-13.999999999999996,0.20000000000000284,-24.200000000000003,-16.5,-34.65,8.600000000000005,-22.400000000000002,-6.050000000000011,-19.733333333333317,3.25,-13.966666666666658,-3.9499999999999957,-18.93333333333333
2017-01-05,-52.900000000000006,-1.0666666666666558,-13.999999999999996,0.20000000000000284,-24.200000000000003,-16.5,-34.65,8.600000000000005,-22.400000000000002,-6.050000000000011,-19.733333333333317,3.25,-13.966666666666658,-3.9499999999999957,-18.93333333333333
2017-01-06,-52.900000000000006,-1.0666666666666558,-13.999999999999996,0.20000000000000284,-24.200000000000003,-16.5,-34.65,8.600000000000005,-22.400000000000002,-6.050000000000011,-19.733333333333317,3.25,-13.966666666666658,-3.9499999999999957,-18.93333333333333
2017-01-09,-52.900000000000006,-1.0666666666666558,-13.999999999999996,0.20000000000000284,-24.200000000000003,-16.5,-34.65,8.600000000000005,-22.400000000000002,-6.050000000000011,-19.733333333333317,3.25,-13.966666666666658,-3.9499999999999957,-18.93333333333333
2017-01-10,-52.900000000000006,-1.0666666666666558,-13.999999999999996,0.20000000000000284,-24.200000000000003,-16.5,-34.65,8.600000000000005,-22.400000000000002,-6.050000000000011,-19.733333333333317,3.25,-13.966666666666658,-3.9499999999999957,-18.93333333333333
2017-01-11,-52.900000000000006,-1.0666666666666558,-13.999999999999996,0.20000000000000284,-24.200000000000003,-16.5,-34.65,8.600000000000005,-22.400000000000002,-6.050000000000011,-19.733333333333317,3.25,-13.966666666666658,-3.9499999999999957,-18.93333333333333
2017-01-12,-52.900000000000006,-1.0666666666666558,-13.999999999999996,0.20000000000000284,-24.200000000000003,-16.5,-34.65,8.600000000000005,-22.400000000000002,-6.050000000000011,-19.733333333333317,3.25,-13.966666666666658,-3.9499999999999957,-18.93333333333333
2017-01-13,-52.900000000000006,-1.0666666666666558,-13.999999999999996,0.20000000000000284,-24.200000000000003,-16.5,-34.65,8.600000000000005,-22.400000000000002,-6.050000000000011,-19.733333333333317,3.25,-13.966666666666658,-3.9499999999999957,-18.93333333333333
2017-01-17,-52.900000000000006,-1.0666666666666558,-13.999999999999996,0.20000000000000284,-24.200000000000003,-16.5,-34.65,8.600000000000005,-22.400000000000002,-6.050000000000011,-19.733333333333317,3.25,-13.966666666666658,-3.9499999999999957,-18.93333333333333
2017-01-18,-52.900000000000006,-1.0666666666666558,-13.999999999999996,0.20000000000000284,-24.200000000000003,-16.5,-34.65,8.600000000000005,-22.400000000000002,-6.050000000000011,-19.733333333333317,3.25,-13.966666666666658,-3.9499999999999957,-18.93333333333333
2017-01-19,-52.900000000000006,-1.0666666666666558,-13.999999999999996,0.20000000000000284,-24.200000000000003,-16.5,-34.65,8.600000000000005,-22.400000000000002,-6.050000000000011,-19.733333333333317,3.25,-13.966666666666658,-3.9499999999999957,-18.93333333333333
2017-01-20,-52.900000000000006,-1.0666666666666558,-13.999999999999996,0.20000000000000284,-24.200000000000003,-16.5,-34.65,8.600000000000005,-22.400000000000002,-6.050000000000011,-19.733333333333317,3.25,-13.966666666666658,-3.9499999999999957,-18.93333333333333
2017-01-23,-52.900000000000006,-1.0666666666666558,-13.999999999999996,0.20000000000000284,-24.200000000000003,-16.5,-34.65,8.600000000000005,-22.400000000000002,-6.050000000000011,-19.733333333333317,3.25,-13.966666666666658,-3.9499999999999957,-18.93333333333333
2017-01-24,-52.900000000000006,-1.0666666666666558,-13.999999999999996,0.20000000000000284,-24.200000000000003,-16.5,-34.65,8.600000000000005,-22.400000000000002,-6.050000000000011,-19.733333333333317,3.25,-13.966666666666658,-3.9499999999999957,-18.93333333333333
2017-01-25,-52.900000000000006,-1.0666666666666558,-13.999999999999996,0.20000000000000284,-24.200000000000003,-16.5,-34.65,8.600000000000005,-22.400000000000002,-6.050000000000011,-19.733333333333317,3.25,-13.966666666666658,-3.9499999999999957,-18.93333333333333
2017-01-26,-52.900000000000006,-1.0666666666666558,-13.999999999999996,0.20000000000000284,-24.200000000000003,-16.5,-34.65,8.600000000000005,-22.400000000000002,-6.050000000000011,-19.733333333333317,3.25,-13.966666666666658,-3.9499999999999957,-18.93333333333333
2017-01-27,-52.900000000000006,-1.0666666666666558,-13.999999999999996,0.20000000000000284,-24.200000000000003,-16.5,-34.65,8.600000000000005,-22.400000000000002,-6.050000000000011,-19.733333333333317,3.25,-13.966666666666658,-3.9499999999999957,-18.93333333333333
2017-01-30,-52.900000000000006,-1.0666666666666558,-13.999999999999996,0.20000000000000284,-24.200000000000003,-16.5,-34.65,8.600000000000005,-22.400000000000002,-6.050000000000011,-19.733333333333317,3.25,-13.966666666666658,-3.9499999999999957,-18.93333333333333
2017-01-31,-52.900000000000006,-1.0666666666666558,-13.999999999999996,0.20000000000000284,-24.200000000000003,-16.5,-34.65,8.600000000000005,-22.400000000000002,-6.050000000000011,-19.733333333333317,3.25,-13.966666666666658,-3.9499999999999957,-18.93333333333333
2017-02-01,-51.20000000000001,-9.933333333333337,-15.850000000000001,0.20000000000000284,-23.400000000000002,-17.1,-33.449999999999996,-10.100000000000001,-29.15,-6.149999999999999,-18.83333333333333,-6.7499999999999964,-16.333333333333332,-14.199999999999996,-21.900000000000002
2017-02-02,-51.20000000000001,-9.933333333333337,-15.850000000000001,0.20000000000000284,-23.400000000000002,-17.1,-33.449999999999996,-10.100000000000001,-29.15,-6.149999999999999,-18.83333333333333,-6.7499999999999964,-16.333333333333332,-14.199999999999996,-21.900000000000002
2017-02-03,-51.20000000000001,-9.933333333333337,-15.850000000000001,0.20000000000000284,-23.400000000000002,-17.1,-33.449999999999996,-10.100000000000001,-29.15,-6.149999999999999,-18.83333333333333,-6.7499999999999964,-16.333333333333332,-14.199999999999996,-21.900000000000002
2017-02-06,-51.20000000000001,-9.933333333333337,-15.850000000000001,0.20000000000000284,-23.400000000000002,-17.1,-33.449999999999996,-10.100000000000001,-29.15,-6.149999999999999,-18.83333333333333,-6.7499999999999964,-16.333333333333332,-14.199999999999996,-21.900000000000002
2017-02-07,-51.20000000000001,-9.933333333333337,-15.850000000000001,0.20000000000000284,-23.400000000000002,-17.1,-33.449999999999996,-10.100000000000001,-29.15,-6.149999999999999,-18.83333333333333,-6.7499999999999964,-16.333333333333332,-14.199999999999996,-21.900000000000002
2017-02-08,-51.20000000000001,-9.933333333333337,-15.850000000000001,0.20000000000000284,-23.400000000000002,-17.1,-33.449999999999996,-10.100000000000001,-29.15,-6.149999999999999,-18.83333333333333,-6.7499999999999964,-16.333333333333332,-14.199999999999996,-21.900000000000002
2017-02-09,-51.20000000000001,-9.933333333333337,-15.850000000000001,0.20000000000000284,-23.400000000000002,-17.1,-33.449999999999996,-10.100000000000001,-29.15,-6.149999999999999,-18.83333333333333,-6.7499999999999964,-16.333333333333332,-14.199999999999996,-21.900000000000002
2017-02-10,-51.20000000000001,-9.933333333333337,-15.850000000000001,0.20000000000000284,-23.400000000000002,-17.1,-33.449999999999996,-10.100000000000001,-29.15,-6.149999999999999,-18.83333333333333,-6.7499999999999964,-16.333333333333332,-14.199999999999996,-21.900000000000002
2017-02-13,-51.20000000000001,-9.933333333333337,-15.850000000000001,0.20000000000000284,-23.400000000000002,-17.1,-33.449999999999996,-10.100000000000001,-29.15,-6.149999999999999,-18.83333333333333,-6.7499999999999964,-16.333333333333332,-14.199999999999996,-21.900000000000002
2017-02-14,-51.20000000000001,-9.933333333333337,-15.850000000000001,0.20000000000000284,-23.400000000000002,-17.1,-33.449999999999996,-10.100000000000001,-29.15,-6.149999999999999,-18.83333333333333,-6.7499999999999964,-16.333333333333332,-14.199999999999996,-21.900000000000002
2017-02-15,-51.20000000000001,-9.933333333333337,-15.850000000000001,0.20000000000000284,-23.400000000000002,-17.1,-33.449999999999996,-10.100000000000001,-29.15,-6.149999999999999,-18.83333333333333,-6.7499999999999964,-16.333333333333332,-14.199999999999996,-21.900000000000002
2017-02-16,-51.20000000000001,-9.933333333333337,-15.850000000000001,0.20000000000000284,-23.400000000000002,-17.1,-33.449999999999996,-10.100000000000001,-29.15,-6.149999999999999,-18.83333333333333,-6.7499999999999964,-16.333333333333332,-14.199999999999996,-21.900000000000002
2017-02-17,-51.20000000000001,-9.933333333333337,-15.850000000000001,0.20000000000000284,-23.400000000000002,-17.1,-33.449999999999996,-10.100000000000001,-29.15,-6.149999999999999,-18.83333333333333,-6.7499999999999964,-16.333333333333332,-14.199999999999996,-21.900000000000002
2017-02-21,-51.20000000000001,-9.933333333333337,-15.850000000000001,0.20000000000000284,-23.400000000000002,-17.1,-33.449999999999996,-10.100000000000001,-29.15,-6.149999999999999,-18.83333333333333,-6.7499999999999964,-16.333333333333332,-14.199999999999996,-21.900000000000002
2017-02-22,-51.20000000000001,-9.933333333333337,-15.850000000000001,0.20000000000000284,-23.400000000000002,-17.1,-33.449999999999996,-10.100000000000001,-29.15,-6.149999999999999,-18.83333333333333,-6.7499999999999964,-16.333333333333332,-14.199999999999996,-21.900000000000002
2017-02-23,-51.20000000000001,-9.933333333333337,-15.850000000000001,0.20000000000000284,-23.400000000000002,-17.1,-33.449999999999996,-10.100000000000001,-29.15,-6.149999999999999,-18.83333333333333,-6.7499999999999964,-16.333333333333332,-14.199999999999996,-21.900000000000002
2017-02-24,-51.20000000000001,-9.933333333333337,-15.850000000000001,0.20000000000000284,-23.400000000000002,-17.1,-33.449999999999996,-10.100000000000001,-29.15,-6.149999999999999,-18.83333333333333,-6.7499999999999964,-16.333333333333332,-14.199999999999996,-21.900000000000002
2017-02-27,-51.20000000000001,-9.933333333333337,-15.850000000000001,0.20000000000000284,-23.400000000000002,-17.1,-33.449999999999996,-10.100000000000001,-29.15,-6.149999999999999,-18.83333333333333,-6.7499999999999964,-16.333333333333332,-14.199999999999996,-21.900000000000002
2017-02-28,-51.20000000000001,-9.933333333333337,-15.850000000000001,0.20000000000000284,-23.400000000000002,-17.1,-33.449999999999996,-10.100000000000001,-29.15,-6.149999999999999,-18.83333333333333,-6.7499999999999964,-16.333333333333332,-14.199999999999996,-21.900000000000002
2017-03-01,-51.300000000000004,-5.966666666666669,-14.525000000000002,-1.1999999999999886,-22.95,-12.70000000000001,-29.650000000000002,-5.600000000000001,-25.299999999999994,-4.150000000000006,-18.666666666666664,-2.4499999999999957,-19.699999999999992,-10.500000000000007,-20.633333333333326
2017-03-02,-51.300000000000004,-5.966666666666669,-14.525000000000002,-1.1999999999999886,-22.95,-12.70000000000001,-29.650000000000002,-5.600000000000001,-25.299999999999994,-4.150000000000006,-18.666666666666664,-2.4499999999999957,-19.699999999999992,-10.500000000000007,-20.633333333333326
2017-03-03,-51.300000000000004,-5.966666666666669,-14.525000000000002,-1.1999999999999886,-22.95,-12.70000000000001,-29.650000000000002,-5.600000000000001,-25.299999999999994,-4.150000000000006,-18.666666666666664,-2.4499999999999957,-19.699999999999992,-10.500000000000007,-20.633333333333326
2017-03-06,-51.300000000000004,-5.966666666666669,-14.525000000000002,-1.1999999999999886,-22.95,-12.70000000000001,-29.650000000000002,-5.600000000000001,-25.299999999999994,-4.150000000000006,-18.666666666666664,-2.4499999999999957,-19.699999999999992,-10.500000000000007,-20.633333333333326
2017-03-07,-51.300000000000004,-5.966666666666669,-14.525000000000002,-1.1999999999999886,-22.95,-12.70000000000001,-29.650000000000002,-5.600000000000001,-25.299999999999994,-4.150000000000006,-18.666666666666664,-2.4499999999999957,-19.699999999999992,-10.500000000000007,-20.633333333333326
2017-03-08,-51.300000000000004,-5.966666666666669,-14.525000000000002,-1.1999999999999886,-22.95,-12.70000000000001,-29.650000000000002,-5.600000000000001,-25.299999999999994,-4.150000000000006,-18.666666666666664,-2.4499999999999957,-19.699999999999992,-10.500000000000007,-20.633333333333326
2017-03-09,-51.300000000000004,-5.966666666666669,-14.525000000000002,-1.1999999999999886,-22.95,-12.70000000000001,-29.650000000000002,-5.600000000000001,-25.299999999999994,-4.150000000000006,-18.666666666666664,-2.4499999999999957,-19.699999999999992,-10.500000000000007,-20.633333333333326
